"Job","Host Name","Partition","QOS","Submit","Start","End","Elapsed Secs","Nodes Allocated","Raw Hours"
"61692122","cori haswell","regular_hsw","regular_1","2022-08-04 14:04:40","2022-11-11 00:00:00","2022-11-11 03:21:50","12110","1","3.363888888888889"
"61692126","cori haswell","regular_hsw","regular_1","2022-08-04 14:04:45","2022-11-10 22:55:10","2022-11-10 23:59:59","3889","1","1.0802777777777777"
"61692126","cori haswell","regular_hsw","regular_1","2022-08-04 14:04:45","2022-11-11 00:00:00","2022-11-11 02:29:58","8998","1","2.4994444444444444"
"61692128","cori haswell","regular_hsw","regular_1","2022-08-04 14:04:48","2022-11-11 03:06:55","2022-11-11 03:29:40","1365","1","0.37916666666666665"
"61692160","cori haswell","regular_hsw","regular_1","2022-08-04 14:04:52","2022-11-11 03:11:34","2022-11-11 08:11:24","17990","1","4.997222222222222"
"61692211","cori haswell","regular_hsw","regular_1","2022-08-04 14:04:55","2022-11-11 15:49:23","2022-11-11 21:49:38","21615","1","6.004166666666666"
"61692214","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:02","2022-11-11 15:49:23","2022-11-11 19:12:56","12213","1","3.3925"
"61692218","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:08","2022-11-11 15:49:23","2022-11-11 17:06:30","4627","1","1.2852777777777777"
"61692231","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:10","2022-11-11 15:49:23","2022-11-11 21:04:58","18935","1","5.259722222222222"
"61692243","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:13","2022-11-11 15:49:23","2022-11-11 16:15:09","1546","1","0.42944444444444446"
"61692245","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:16","2022-11-11 15:49:23","2022-11-11 20:09:48","15625","1","4.340277777777778"
"61692246","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:19","2022-11-11 15:49:24","2022-11-11 21:25:52","20188","1","5.607777777777778"
"61692247","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:22","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692248","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:25","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692249","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:27","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692250","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:30","2022-11-11 15:49:24","2022-11-11 16:43:20","3236","1","0.8988888888888888"
"61692251","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:32","2022-11-11 15:49:24","2022-11-11 18:30:56","9692","1","2.692222222222222"
"61692252","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:35","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692255","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:37","2022-11-11 15:49:24","2022-11-11 16:46:50","3446","1","0.9572222222222222"
"61692256","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:40","2022-11-11 15:49:24","2022-11-11 16:40:50","3086","1","0.8572222222222222"
"61692257","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:44","2022-11-11 15:49:24","2022-11-11 17:54:32","7508","1","2.0855555555555556"
"61692259","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:49","2022-11-11 15:49:24","2022-11-11 17:20:10","5446","1","1.5127777777777778"
"61692260","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:52","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692261","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:54","2022-11-11 15:49:24","2022-11-11 16:20:28","1864","1","0.5177777777777778"
"61692262","cori haswell","regular_hsw","regular_1","2022-08-04 14:05:59","2022-11-11 15:49:24","2022-11-11 16:31:13","2509","1","0.6969444444444445"
"61692264","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:04","2022-11-11 15:49:24","2022-11-11 16:54:25","3901","1","1.083611111111111"
"61692265","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:07","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692266","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:10","2022-11-11 15:49:24","2022-11-11 16:05:02","938","1","0.26055555555555554"
"61692267","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:12","2022-11-11 15:49:24","2022-11-11 19:36:09","13605","1","3.779166666666667"
"61692268","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:19","2022-11-11 15:49:24","2022-11-11 16:07:49","1105","1","0.30694444444444446"
"61692270","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:23","2022-11-11 15:49:24","2022-11-11 19:31:53","13349","1","3.7080555555555557"
"61692271","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:28","2022-11-11 15:49:24","2022-11-11 16:20:32","1868","1","0.5188888888888888"
"61692272","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:31","2022-11-11 15:49:24","2022-11-11 16:16:47","1643","1","0.4563888888888889"
"61692273","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:35","2022-11-11 15:49:24","2022-11-11 18:31:58","9754","1","2.7094444444444443"
"61692274","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:38","2022-11-11 15:49:24","2022-11-11 18:09:52","8428","1","2.341111111111111"
"61692276","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:41","2022-11-11 15:49:24","2022-11-11 18:33:31","9847","1","2.7352777777777777"
"61692277","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:46","2022-11-11 15:49:24","2022-11-11 21:17:41","19697","1","5.471388888888889"
"61692278","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:51","2022-11-11 15:49:24","2022-11-11 20:05:44","15380","1","4.272222222222222"
"61692281","cori haswell","regular_hsw","regular_1","2022-08-04 14:06:56","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692282","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:02","2022-11-11 15:49:24","2022-11-11 17:15:18","5154","1","1.4316666666666666"
"61692302","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:07","2022-11-11 15:49:24","2022-11-11 18:49:13","10789","1","2.9969444444444444"
"61692303","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:10","2022-11-11 15:49:24","2022-11-11 21:32:29","20585","1","5.718055555555556"
"61692306","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:17","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692307","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:21","2022-11-11 15:49:24","2022-11-11 16:23:29","2045","1","0.5680555555555555"
"61692308","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:23","2022-11-11 15:49:24","2022-11-11 16:35:12","2748","1","0.7633333333333333"
"61692309","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:26","2022-11-11 15:49:24","2022-11-11 16:15:30","1566","1","0.435"
"61692310","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:28","2022-11-11 15:49:24","2022-11-11 17:33:24","6240","1","1.7333333333333334"
"61692311","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:31","2022-11-11 15:49:24","2022-11-11 16:25:42","2178","1","0.605"
"61692312","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:33","2022-11-11 15:49:24","2022-11-11 20:04:55","15331","1","4.258611111111111"
"61692313","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:36","2022-11-11 15:49:24","2022-11-11 16:49:35","3611","1","1.0030555555555556"
"61692314","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:38","2022-11-11 15:49:24","2022-11-11 18:42:21","10377","1","2.8825"
"61692315","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:41","2022-11-11 15:49:24","2022-11-11 16:31:16","2512","1","0.6977777777777778"
"61692316","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:44","2022-11-11 15:49:24","2022-11-11 19:26:50","13046","1","3.6238888888888887"
"61692318","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:47","2022-11-11 15:49:24","2022-11-11 16:18:27","1743","1","0.4841666666666667"
"61692319","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:50","2022-11-11 15:49:24","2022-11-11 16:45:05","3341","1","0.9280555555555555"
"61692320","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:55","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692321","cori haswell","regular_hsw","regular_1","2022-08-04 14:07:57","2022-11-11 15:49:24","2022-11-11 17:21:08","5504","1","1.528888888888889"
"61692322","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:00","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692323","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:05","2022-11-11 15:49:24","2022-11-11 16:43:41","3257","1","0.9047222222222222"
"61692324","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:07","2022-11-11 15:49:24","2022-11-11 19:15:10","12346","1","3.4294444444444445"
"61692325","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:10","2022-11-11 15:49:24","2022-11-11 16:03:38","854","1","0.23722222222222222"
"61692327","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:12","2022-11-11 15:49:24","2022-11-11 17:23:28","5644","1","1.5677777777777777"
"61692328","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:15","2022-11-11 15:49:24","2022-11-11 16:50:19","3655","1","1.0152777777777777"
"61692329","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:21","2022-11-11 15:49:24","2022-11-11 17:18:28","5344","1","1.4844444444444445"
"61692330","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:24","2022-11-11 15:49:24","2022-11-11 16:27:09","2265","1","0.6291666666666667"
"61692331","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:26","2022-11-11 15:49:24","2022-11-11 16:37:07","2863","1","0.7952777777777778"
"61692332","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:31","2022-11-11 15:49:24","2022-11-11 16:58:33","4149","1","1.1525"
"61692334","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:34","2022-11-11 15:49:24","2022-11-11 17:09:05","4781","1","1.3280555555555555"
"61692339","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:38","2022-11-11 15:49:24","2022-11-11 16:24:27","2103","1","0.5841666666666666"
"61692343","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:43","2022-11-11 15:49:24","2022-11-11 16:17:06","1662","1","0.46166666666666667"
"61692348","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:48","2022-11-11 15:49:24","2022-11-11 18:29:13","9589","1","2.663611111111111"
"61692352","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:51","2022-11-11 15:49:24","2022-11-11 16:21:34","1930","1","0.5361111111111111"
"61692353","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:54","2022-11-11 15:49:24","2022-11-11 18:00:24","7860","1","2.183333333333333"
"61692357","cori haswell","regular_hsw","regular_1","2022-08-04 14:08:59","2022-11-11 15:49:24","2022-11-11 16:48:18","3534","1","0.9816666666666667"
"61692360","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:02","2022-11-11 15:49:24","2022-11-11 16:34:24","2700","1","0.75"
"61692361","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:04","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692362","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:07","2022-11-11 15:49:24","2022-11-11 17:04:21","4497","1","1.2491666666666668"
"61692363","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:09","2022-11-11 15:49:24","2022-11-11 16:34:44","2720","1","0.7555555555555555"
"61692365","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:12","2022-11-11 15:49:24","2022-11-11 16:04:19","895","1","0.24861111111111112"
"61692366","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:15","2022-11-11 15:49:24","2022-11-11 16:35:09","2745","1","0.7625"
"61692367","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:21","2022-11-11 15:49:24","2022-11-11 16:09:40","1216","1","0.3377777777777778"
"61692368","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:24","2022-11-11 15:49:24","2022-11-11 16:16:47","1643","1","0.4563888888888889"
"61692369","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:27","2022-11-11 15:49:24","2022-11-11 16:14:07","1483","1","0.41194444444444445"
"61692370","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:29","2022-11-11 15:49:24","2022-11-11 21:49:38","21614","1","6.003888888888889"
"61692371","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:32","2022-11-11 15:49:24","2022-11-11 21:14:52","19528","1","5.424444444444444"
"61692372","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:34","2022-11-11 15:49:24","2022-11-11 17:36:14","6410","1","1.7805555555555554"
"61692373","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:37","2022-11-11 15:49:24","2022-11-11 16:34:06","2682","1","0.745"
"61692374","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:39","2022-11-11 15:49:25","2022-11-11 16:38:33","2948","1","0.8188888888888889"
"61692375","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:43","2022-11-11 15:49:25","2022-11-11 16:53:33","3848","1","1.068888888888889"
"61692377","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:46","2022-11-11 15:49:25","2022-11-11 21:49:38","21613","1","6.003611111111111"
"61692378","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:48","2022-11-11 15:49:25","2022-11-11 21:49:38","21613","1","6.003611111111111"
"61692379","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:51","2022-11-11 15:49:25","2022-11-11 16:15:18","1553","1","0.4313888888888889"
"61692380","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:55","2022-11-11 15:49:25","2022-11-11 17:01:28","4323","1","1.2008333333333334"
"61692382","cori haswell","regular_hsw","regular_1","2022-08-04 14:09:57","2022-11-11 15:49:25","2022-11-11 21:49:38","21613","1","6.003611111111111"
"61692383","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:02","2022-11-11 15:49:25","2022-11-11 21:49:38","21613","1","6.003611111111111"
"61692384","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:06","2022-11-11 15:49:25","2022-11-11 16:57:09","4064","1","1.1288888888888888"
"61692385","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:09","2022-11-11 15:49:25","2022-11-11 16:57:22","4077","1","1.1325"
"61692386","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:12","2022-11-11 15:49:25","2022-11-11 21:49:38","21613","1","6.003611111111111"
"61692387","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:15","2022-11-11 15:49:25","2022-11-11 19:04:11","11686","1","3.246111111111111"
"61692388","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:21","2022-11-11 15:49:25","2022-11-11 16:03:03","818","1","0.22722222222222221"
"61692389","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:25","2022-11-11 15:49:25","2022-11-11 19:45:09","14144","1","3.928888888888889"
"61692390","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:28","2022-11-11 15:49:25","2022-11-11 16:54:44","3919","1","1.0886111111111112"
"61692391","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:35","2022-11-11 15:49:25","2022-11-11 21:49:38","21613","1","6.003611111111111"
"61692392","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:40","2022-11-11 15:49:25","2022-11-11 16:54:25","3900","1","1.0833333333333333"
"61692393","cori haswell","regular_hsw","regular_1","2022-08-04 14:10:42","2022-11-11 15:49:25","2022-11-11 16:51:16","3711","1","1.0308333333333333"
"63313527","cori haswell","regular_hsw","regular_1","2022-10-04 15:00:51","2022-11-11 00:00:00","2022-11-11 21:13:21","76401","8","169.78"
"63313528","cori haswell","regular_hsw","regular_1","2022-10-04 15:00:51","2022-11-11 00:00:00","2022-11-11 19:29:30","70170","8","155.93333333333334"
"63387972","cori haswell","regular_hsw","premium","2022-10-07 08:27:56","2022-11-11 00:00:00","2022-11-11 13:32:31","48751","1","13.541944444444445"
"63475796","cori haswell","regular_hsw","regular_1","2022-10-11 12:02:41","2022-11-11 00:00:00","2022-11-11 05:36:40","20200","12","67.33333333333333"
"63476268","cori haswell","regular_hsw","regular_1","2022-10-11 12:17:03","2022-11-11 00:00:00","2022-11-11 10:06:27","36387","12","121.29"
"63713813_244","cori haswell","regular_hsw","regular_1","2022-10-18 12:27:16","2022-11-11 00:08:38","2022-11-11 01:12:38","3840","1","1.0666666666666667"
"63713813_245","cori haswell","regular_hsw","regular_1","2022-10-18 12:27:16","2022-11-11 03:09:59","2022-11-11 03:44:28","2069","1","0.5747222222222222"
"63713813_246","cori haswell","regular_hsw","regular_1","2022-10-18 12:27:16","2022-11-11 06:54:49","2022-11-11 07:34:30","2381","1","0.6613888888888889"
"63713813_247","cori haswell","regular_hsw","regular_1","2022-10-18 12:27:16","2022-11-11 09:25:38","2022-11-11 09:50:14","1476","1","0.41"
"63713813_248","cori haswell","regular_hsw","regular_1","2022-10-18 12:27:16","2022-11-11 15:49:28","2022-11-11 16:13:21","1433","1","0.39805555555555555"
"63713813_249","cori haswell","regular_hsw","regular_1","2022-10-18 12:27:16","2022-11-11 15:56:55","2022-11-11 16:20:45","1430","1","0.3972222222222222"
"63713813_250","cori haswell","regular_hsw","regular_1","2022-10-18 12:27:16","2022-11-11 17:42:16","2022-11-11 18:02:38","1222","1","0.33944444444444444"
"63721704","cori haswell","regular_hsw","regular_1","2022-11-10 12:08:11","2022-11-11 19:07:56","2022-11-11 20:35:51","5275","16","23.444444444444443"
"63733174_28","cori haswell","regular_hsw","regular_1","2022-10-19 11:51:46","2022-11-11 00:00:00","2022-11-11 14:06:12","50772","1","14.103333333333333"
"63733174_29","cori haswell","regular_hsw","regular_1","2022-10-19 11:51:46","2022-11-11 00:00:00","2022-11-11 14:06:12","50772","1","14.103333333333333"
"63755763","cori haswell","regular_hsw","regular_1","2022-10-20 11:47:08","2022-11-11 15:53:02","2022-11-11 17:53:03","7201","16","32.004444444444445"
"63867138","cori haswell","regular_hsw","regular_1","2022-10-25 19:09:26","2022-11-11 17:21:55","2022-11-11 19:22:08","7213","16","32.05777777777778"
"63867204","cori haswell","regular_hsw","regular_1","2022-10-25 19:13:45","2022-11-11 19:07:53","2022-11-11 21:07:53","7200","16","32"
"63867264","cori haswell","regular_hsw","regular_1","2022-10-25 19:17:43","2022-11-11 19:01:21","2022-11-11 21:01:42","7221","16","32.093333333333334"
"63867292","cori haswell","regular_hsw","regular_1","2022-10-25 19:19:09","2022-11-11 02:45:12","2022-11-11 04:45:16","7204","16","32.01777777777778"
"63867293","cori haswell","regular_hsw","regular_1","2022-10-25 19:19:15","2022-11-11 19:07:42","2022-11-11 21:07:53","7211","16","32.04888888888889"
"63867327","cori haswell","regular_hsw","regular_1","2022-10-25 19:20:48","2022-11-11 11:23:56","2022-11-11 13:24:18","7222","16","32.09777777777778"
"63867328","cori haswell","regular_hsw","regular_1","2022-10-25 19:20:54","2022-11-11 19:07:53","2022-11-11 21:07:53","7200","16","32"
"63867356","cori haswell","regular_hsw","regular_1","2022-10-25 19:21:54","2022-11-11 19:07:53","2022-11-11 21:07:53","7200","16","32"
"63867396","cori haswell","regular_hsw","regular_1","2022-10-25 19:24:40","2022-11-11 19:07:53","2022-11-11 21:07:53","7200","16","32"
"63872566","cori haswell","regular_hsw","regular_1","2022-10-26 06:42:30","2022-11-11 00:00:00","2022-11-11 14:35:24","52524","8","116.72"
"63872576","cori haswell","regular_hsw","regular_1","2022-10-26 06:44:26","2022-11-11 00:00:00","2022-11-11 14:35:24","52524","8","116.72"
"63960514","cori haswell","regular_hsw","regular_1","2022-10-30 15:36:13","2022-11-10 23:06:35","2022-11-10 23:21:20","885","4","0.9833333333333333"
"63960515","cori haswell","regular_hsw","regular_1","2022-10-30 15:36:13","2022-11-10 23:17:05","2022-11-10 23:32:05","900","4","1"
"63960516","cori haswell","regular_hsw","regular_1","2022-10-30 15:36:13","2022-11-11 15:45:45","2022-11-11 15:54:23","518","4","0.5755555555555556"
"63960517","cori haswell","regular_hsw","regular_1","2022-10-30 15:36:13","2022-11-11 15:45:45","2022-11-11 15:53:44","479","4","0.5322222222222223"
"63964447","cori haswell","regular_hsw","regular_1","2022-10-31 01:17:55","2022-11-11 00:00:00","2022-11-11 18:07:39","65259","5","90.6375"
"63964450","cori haswell","regular_hsw","regular_1","2022-10-31 01:17:59","2022-11-11 00:00:00","2022-11-11 20:06:07","72367","5","100.50972222222222"
"63967187","cori haswell","regular_hsw","regular_1","2022-10-31 06:29:46","2022-11-11 11:23:56","2022-11-11 13:06:46","6170","64","109.68888888888888"
