"Job","Host Name","Partition","QOS","Submit","Start","End","Elapsed Secs","Nodes Allocated","Raw Hours"
"64238046","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:12","2022-11-10 22:28:31","2022-11-10 23:28:50","3619","1","0.06282986111111111"
"64238047","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:18","2022-11-10 22:28:31","2022-11-10 23:28:50","3619","1","0.06282986111111111"
"64238048","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:23","2022-11-10 22:28:31","2022-11-10 23:28:43","3612","1","0.06270833333333334"
"64238049","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:29","2022-11-10 22:28:31","2022-11-10 23:28:43","3612","1","0.06270833333333334"
"64238058","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:36","2022-11-10 22:30:06","2022-11-10 23:30:22","3616","1","0.06277777777777778"
"64238061","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:44","2022-11-10 22:30:06","2022-11-10 23:30:22","3616","1","0.06277777777777778"
"64238062","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:51","2022-11-10 22:30:06","2022-11-10 23:30:21","3615","1","0.06276041666666667"
"64238063","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:27:59","2022-11-10 22:30:07","2022-11-10 23:30:21","3614","1","0.06274305555555555"
"64238064","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:04","2022-11-10 22:30:07","2022-11-10 23:59:59","5392","1","0.09361111111111112"
"64238064","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:04","2022-11-11 00:00:00","2022-11-11 09:46:13","35173","1","0.6106423611111111"
"64238065","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:06","2022-11-10 22:30:07","2022-11-10 23:30:22","3615","1","0.06276041666666667"
"64238066","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:15","2022-11-10 22:30:07","2022-11-10 23:30:22","3615","1","0.06276041666666667"
"64238067","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:22","2022-11-10 22:30:07","2022-11-10 23:30:25","3618","1","0.0628125"
"64238070","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:34","2022-11-10 22:30:07","2022-11-10 23:30:25","3618","1","0.0628125"
"64238072","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:37","2022-11-10 22:30:07","2022-11-10 22:30:28","21","1","0.0007291666666666667"
"64238073","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:39","2022-11-10 22:30:07","2022-11-10 23:30:25","3618","1","0.0628125"
"64238074","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:45","2022-11-10 22:30:07","2022-11-10 23:30:25","3618","1","0.0628125"
"64238075","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:45","2022-11-10 22:30:07","2022-11-10 22:30:59","52","1","0.0018055555555555555"
"64238076","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:50","2022-11-10 22:30:07","2022-11-10 23:30:25","3618","1","0.0628125"
"64238077","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:28:56","2022-11-10 22:30:07","2022-11-10 23:30:34","3627","1","0.06296875"
"64238078","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:02","2022-11-10 22:30:07","2022-11-10 23:30:34","3627","1","0.06296875"
