"Job","Host Name","Partition","QOS","Submit","Start","End","Elapsed Secs","Nodes Allocated","Raw Hours"
"64133959","cori haswell","shared","shared","2022-11-07 10:15:12","2022-11-07 11:53:39","2022-11-07 11:57:40","241","1","0.002092013888888889"
"64133961","cori haswell","shared","shared","2022-11-07 10:15:29","2022-11-07 11:53:39","2022-11-07 11:57:27","228","1","0.001979166666666667"
"64133977_1","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:45:26","5376","1","0.09333333333333334"
"64133977_10","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:52:54","5824","1","0.10111111111111111"
"64133977_11","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:58:56","6186","1","0.10739583333333333"
"64133977_12","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:58:29","6159","1","0.10692708333333334"
"64133977_13","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:55:35","5985","1","0.10390625"
"64133977_14","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:56:51","6061","1","0.10522569444444445"
"64133977_15","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:54:54","5944","1","0.10319444444444445"
"64133977_16","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:58:09","6139","1","0.1065798611111111"
"64133977_17","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:54:27","5917","1","0.10272569444444445"
"64133977_18","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:54:08","5898","1","0.10239583333333334"
"64133977_19","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:54:32","5922","1","0.1028125"
"64133977_2","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:51:25","5735","1","0.09956597222222222"
"64133977_20","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:56:35","6045","1","0.10494791666666667"
"64133977_21","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:58:47","6177","1","0.10723958333333333"
"64133977_22","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:53:02","5832","1","0.10125"
